/* DATA DESCRIPTION:
Citation:	Angelopoulos, Michael; Westermann, Sebastian; Overduin, Pier Paul; Faguet, Alexey; Olenchenko, Vladimir; Grosse, Guido; Grigoriev, Mikhail N (2018): Terrestrial and nearshore apparent resistivity data on the Bykovsky Peninsula in July 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.895886, 
	In supplement to: Angelopoulos, M et al. (2019): Heat and Salt Flow in Subsea Permafrost Modeled with CryoGRID2. Journal of Geophysical Research-Earth Surface, 124(4), 920-937, https://doi.org/10.1029/2018JF004823
Project(s):	Permafrost Research (Periglacial Dynamics) @ AWI (AWI_PerDyn) (URI: http://www.awi.de/en/science/geosciences/periglacial-research.html)
	Rapid Permafrost Thaw in a Warming Arctic and Impacts on the Soil Organic Carbon Pool (PETA-CARB) (URI: https://www.awi.de/en/science/junior-groups/peta-carb.html)
Funding:	Seventh Framework Programme (FP7), grant/award no. 338335: Rapid Permafrost Thaw in a Warming Arctic and Impacts on the Soil Organic Carbon Pool (URI: https://cordis.europa.eu/project/id/338335)
Coverage:	MEDIAN LATITUDE: 71.732605 * MEDIAN LONGITUDE: 129.317215 * SOUTH-BOUND LATITUDE: 71.731130 * WEST-BOUND LONGITUDE: 129.315250 * NORTH-BOUND LATITUDE: 71.734080 * EAST-BOUND LONGITUDE: 129.319180
	DATE/TIME START: 2017-07-29T00:00:00 * DATE/TIME END: 2017-07-29T00:00:00
Event(s):	ERT_BYK_land_2017 * LATITUDE START: 71.734080 * LONGITUDE START: 129.315250 * LATITUDE END: 71.731130 * LONGITUDE END: 129.319180 * DATE/TIME: 2017-07-29T00:00:00 * LOCATION: Bykovsky Peninsula, Lena Delta, Siberia * METHOD/DEVICE: Electrical resistivity tomography (ERT)
Comment:	In July 2017, apparent resistivity data were collected with a Skala system on land and in the nearshore zone. In the nearshore zone, the electrodes lay directly on the seabed. Each row of data includes the position and elevation (in metres) of the two current electrodes (C1 and C2) and the two potential electrodes (P1 and P2), as well as the apparent resistivity (in ohm-meters). The latitude and longitude for the survey start and end points are:
	Profile start: Lat=71.73408, Lon=129.31525
	Profile end: Lat=71.73113, Lon=129.31918
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html)
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C1 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C1
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C2 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C2
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P1 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P1
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P2 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P2
	Resistivity, apparent [Ohm m] (Resistivity app) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * METHOD/DEVICE: Electrical survey system, Skala
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	6228 data points
*/
Date/Time	Distance [m] (C1 surface distance: position...)	Elevation [m] (C1)	Distance [m] (C2 surface distance: position...)	Elevation [m] (C2)	Distance [m] (P1 surface distance: position...)	Elevation [m] (P1)	Distance [m] (P2 surface distance: position...)	Elevation [m] (P2)	Resistivity app [Ohm m]
2017-07-29	55	14.600	40	14.900	95	15.800	110	16.000	20241.1641
2017-07-29	60	14.900	45	14.600	100	15.600	115	15.900	22392.2285
2017-07-29	65	14.900	50	14.700	105	15.800	120	16.100	22268.5898
2017-07-29	70	15.200	55	14.600	110	16.000	125	16.100	26599.8281
2017-07-29	75	15.500	60	14.900	115	15.900	130	16.100	25652.2148
2017-07-29	80	15.400	65	14.900	120	16.100	135	16.300	26075.5977
2017-07-29	85	15.500	70	15.200	125	16.100	140	16.300	25538.0371
2017-07-29	90	15.500	75	15.500	130	16.100	145	16.400	26929.6758
2017-07-29	95	15.800	80	15.400	135	16.300	150	16.500	24103.3945
2017-07-29	100	15.600	85	15.500	140	16.300	155	16.600	22291.8105
2017-07-29	105	15.800	90	15.500	145	16.400	160	16.600	23667.7539
2017-07-29	110	16.000	95	15.800	150	16.500	165	16.600	25502.1270
2017-07-29	115	15.900	100	15.600	155	16.600	170	16.700	25271.6230
2017-07-29	120	16.100	105	15.800	160	16.600	175	17.000	26554.4570
2017-07-29	125	16.100	110	16.000	165	16.600	180	17.000	28879.5195
2017-07-29	130	16.100	115	15.900	170	16.700	185	17.000	28210.1484
2017-07-29	135	16.300	120	16.100	175	17.000	190	16.700	26635.5234
2017-07-29	140	16.300	125	16.100	180	17.000	195	16.700	31297.0410
2017-07-29	150	16.500	135	16.300	190	16.700	205	13.700	29729.7246
2017-07-29	155	16.600	140	16.300	195	16.700	210	12.700	21675.7656
2017-07-29	165	16.600	150	16.500	205	13.700	220	9.700	15052.6660
2017-07-29	170	16.700	155	16.600	210	12.700	225	6.900	11816.3311
2017-07-29	175	17.000	160	16.600	215	13.500	230	4.300	14583.7402
2017-07-29	180	17.000	165	16.600	220	9.700	235	0.000	15387.0293
2017-07-29	185	17.000	170	16.700	225	6.900	240	0.000	14839.7266
2017-07-29	190	16.700	175	17.000	230	4.300	245	-0.227	14212.9736
2017-07-29	195	16.700	180	17.000	235	0.000	250	-0.455	10224.7832
2017-07-29	200	15.600	185	17.000	240	0.000	255	-0.682	1339.0591
2017-07-29	205	13.700	190	16.700	245	-0.227	260	-0.909	539.9181
2017-07-29	210	12.700	195	16.700	250	-0.455	265	-1.136	381.2966
2017-07-29	215	13.500	200	15.600	255	-0.682	270	-1.364	269.1570
2017-07-29	220	9.700	205	13.700	260	-0.909	275	-1.591	161.8079
2017-07-29	225	6.900	210	12.700	265	-1.136	280	-1.818	96.2243
2017-07-29	230	4.300	215	13.500	270	-1.364	285	-2.045	87.3664
2017-07-29	235	0.000	220	9.700	275	-1.591	290	-2.273	98.2899
2017-07-29	240	0.000	225	6.900	280	-1.818	295	-2.500	92.8616
2017-07-29	245	-0.227	230	4.300	285	-2.045	300	-2.608	55.3725
2017-07-29	250	-0.455	235	0.000	290	-2.273	305	-2.717	33.1209
2017-07-29	255	-0.682	240	0.000	295	-2.500	310	-2.825	12.8223
2017-07-29	260	-0.909	245	-0.227	300	-2.608	315	-2.933	12.2468
2017-07-29	265	-1.136	250	-0.455	305	-2.717	320	-3.042	13.7260
2017-07-29	270	-1.364	255	-0.682	310	-2.825	325	-3.150	13.6269
2017-07-29	275	-1.591	260	-0.909	315	-2.933	330	-3.258	12.6107
2017-07-29	280	-1.818	265	-1.136	320	-3.042	335	-3.367	13.8153
2017-07-29	285	-2.045	270	-1.364	325	-3.150	340	-3.475	13.5184
2017-07-29	290	-2.273	275	-1.591	330	-3.258	345	-3.583	13.0840
2017-07-29	295	-2.500	280	-1.818	335	-3.367	350	-3.692	10.8005
2017-07-29	300	-2.608	285	-2.045	340	-3.475	355	-3.800	10.7556
2017-07-29	15	14.300	0	14.600	65	14.900	80	15.400	23421.1465
2017-07-29	20	14.500	5	14.300	70	15.200	85	15.500	24662.8496
2017-07-29	25	14.700	10	14.300	75	15.500	90	15.500	33999.6875
2017-07-29	30	14.600	15	14.300	80	15.400	95	15.800	27611.8379
2017-07-29	35	14.600	20	14.500	85	15.500	100	15.600	21290.1699
2017-07-29	40	14.900	25	14.700	90	15.500	105	15.800	18901.5859
2017-07-29	45	14.600	30	14.600	95	15.800	110	16.000	24590.2070
2017-07-29	50	14.700	35	14.600	100	15.600	115	15.900	23918.3496
2017-07-29	55	14.600	40	14.900	105	15.800	120	16.100	18675.9629
2017-07-29	60	14.900	45	14.600	110	16.000	125	16.100	23426.0469
2017-07-29	65	14.900	50	14.700	115	15.900	130	16.100	29950.4316
2017-07-29	70	15.200	55	14.600	120	16.100	135	16.300	34763.9727
2017-07-29	75	15.500	60	14.900	125	16.100	140	16.300	33365.2930
2017-07-29	80	15.400	65	14.900	130	16.100	145	16.400	33317.7383
2017-07-29	85	15.500	70	15.200	135	16.300	150	16.500	34964.4336
2017-07-29	90	15.500	75	15.500	140	16.300	155	16.600	34753.0820
2017-07-29	95	15.800	80	15.400	145	16.400	160	16.600	28676.2012
2017-07-29	100	15.600	85	15.500	150	16.500	165	16.600	29057.4922
2017-07-29	105	15.800	90	15.500	155	16.600	170	16.700	33124.0977
2017-07-29	110	16.000	95	15.800	160	16.600	175	17.000	41214.6211
2017-07-29	115	15.900	100	15.600	165	16.600	180	17.000	36931.2539
2017-07-29	120	16.100	105	15.800	170	16.700	185	17.000	30958.8887
2017-07-29	125	16.100	110	16.000	175	17.000	190	16.700	31747.7852
2017-07-29	130	16.100	115	15.900	180	17.000	195	16.700	37106.9570
2017-07-29	140	16.300	125	16.100	190	16.700	205	13.700	26544.8242
2017-07-29	145	16.400	130	16.100	195	16.700	210	12.700	28873.5781
2017-07-29	165	16.600	150	16.500	215	13.500	230	4.300	12899.7090
2017-07-29	170	16.700	155	16.600	220	9.700	235	0.000	17720.9102
2017-07-29	175	17.000	160	16.600	225	6.900	240	0.000	21111.7773
2017-07-29	180	17.000	165	16.600	230	4.300	245	-0.227	16716.1191
2017-07-29	185	17.000	170	16.700	235	0.000	250	-0.455	9302.8955
2017-07-29	190	16.700	175	17.000	240	0.000	255	-0.682	1272.0010
2017-07-29	195	16.700	180	17.000	245	-0.227	260	-0.909	800.5613
2017-07-29	200	15.600	185	17.000	250	-0.455	265	-1.136	498.8556
2017-07-29	205	13.700	190	16.700	255	-0.682	270	-1.364	356.2391
2017-07-29	210	12.700	195	16.700	260	-0.909	275	-1.591	298.2431
2017-07-29	215	13.500	200	15.600	265	-1.136	280	-1.818	200.6872
2017-07-29	220	9.700	205	13.700	270	-1.364	285	-2.045	101.5104
2017-07-29	225	6.900	210	12.700	275	-1.591	290	-2.273	88.3771
2017-07-29	230	4.300	215	13.500	280	-1.818	295	-2.500	81.0824
2017-07-29	235	0.000	220	9.700	285	-2.045	300	-2.608	92.4543
2017-07-29	240	0.000	225	6.900	290	-2.273	305	-2.717	76.3474
2017-07-29	245	-0.227	230	4.300	295	-2.500	310	-2.825	50.3103
2017-07-29	250	-0.455	235	0.000	300	-2.608	315	-2.933	25.1475
2017-07-29	255	-0.682	240	0.000	305	-2.717	320	-3.042	10.1107
2017-07-29	260	-0.909	245	-0.227	310	-2.825	325	-3.150	11.5027
2017-07-29	265	-1.136	250	-0.455	315	-2.933	330	-3.258	12.7809
2017-07-29	270	-1.364	255	-0.682	320	-3.042	335	-3.367	14.7100
2017-07-29	275	-1.591	260	-0.909	325	-3.150	340	-3.475	13.7579
2017-07-29	280	-1.818	265	-1.136	330	-3.258	345	-3.583	14.3612
2017-07-29	285	-2.045	270	-1.364	335	-3.367	350	-3.692	13.2274
2017-07-29	290	-2.273	275	-1.591	340	-3.475	355	-3.800	13.2009
2017-07-29	25	14.700	0	14.600	80	15.400	105	15.800	36634.6641
2017-07-29	30	14.600	5	14.300	85	15.500	110	16.000	29478.3711
2017-07-29	35	14.600	10	14.300	90	15.500	115	15.900	26203.7441
2017-07-29	40	14.900	15	14.300	95	15.800	120	16.100	29795.3613
2017-07-29	45	14.600	20	14.500	100	15.600	125	16.100	28757.0742
2017-07-29	50	14.700	25	14.700	105	15.800	130	16.100	23097.8555
2017-07-29	55	14.600	30	14.600	110	16.000	135	16.300	24522.8906
2017-07-29	60	14.900	35	14.600	115	15.900	140	16.300	30122.1016
2017-07-29	65	14.900	40	14.900	120	16.100	145	16.400	35378.5508
2017-07-29	70	15.200	45	14.600	125	16.100	150	16.500	38879.1328
2017-07-29	75	15.500	50	14.700	130	16.100	155	16.600	40622.6914
2017-07-29	80	15.400	55	14.600	135	16.300	160	16.600	43673.9141
2017-07-29	85	15.500	60	14.900	140	16.300	165	16.600	44530.8320
2017-07-29	90	15.500	65	14.900	145	16.400	170	16.700	45864.2734
2017-07-29	95	15.800	70	15.200	150	16.500	175	17.000	42820.4844
2017-07-29	100	15.600	75	15.500	155	16.600	180	17.000	45021.2930
2017-07-29	105	15.800	80	15.400	160	16.600	185	17.000	49335.5977
2017-07-29	110	16.000	85	15.500	165	16.600	190	16.700	46645.7188
2017-07-29	115	15.900	90	15.500	170	16.700	195	16.700	45851.5039
2017-07-29	125	16.100	100	15.600	180	17.000	205	13.700	41571.8008
2017-07-29	130	16.100	105	15.800	185	17.000	210	12.700	41237.3945
2017-07-29	135	16.300	110	16.000	190	16.700	215	13.500	35212.5078
2017-07-29	140	16.300	115	15.900	195	16.700	220	9.700	28395.0332
2017-07-29	145	16.400	120	16.100	200	15.600	225	6.900	39144.8008
2017-07-29	150	16.500	125	16.100	205	13.700	230	4.300	22092.0801
2017-07-29	155	16.600	130	16.100	210	12.700	235	0.000	16603.5234
2017-07-29	160	16.600	135	16.300	215	13.500	240	0.000	17947.3262
2017-07-29	165	16.600	140	16.300	220	9.700	245	-0.227	17575.5078
2017-07-29	170	16.700	145	16.400	225	6.900	250	-0.455	16716.8965
2017-07-29	175	17.000	150	16.500	230	4.300	255	-0.682	13962.6191
2017-07-29	180	17.000	155	16.600	235	0.000	260	-0.909	7961.3760
2017-07-29	185	17.000	160	16.600	240	0.000	265	-1.136	1204.6357
2017-07-29	190	16.700	165	16.600	245	-0.227	270	-1.364	680.3099
2017-07-29	195	16.700	170	16.700	250	-0.455	275	-1.591	526.3322
2017-07-29	200	15.600	175	17.000	255	-0.682	280	-1.818	409.4734
2017-07-29	205	13.700	180	17.000	260	-0.909	285	-2.045	335.7067
2017-07-29	210	12.700	185	17.000	265	-1.136	290	-2.273	304.5883
2017-07-29	215	13.500	190	16.700	270	-1.364	295	-2.500	180.0499
2017-07-29	220	9.700	195	16.700	275	-1.591	300	-2.608	134.5207
2017-07-29	225	6.900	200	15.600	280	-1.818	305	-2.717	96.1427
2017-07-29	230	4.300	205	13.700	285	-2.045	310	-2.825	77.3324
2017-07-29	235	0.000	210	12.700	290	-2.273	315	-2.933	63.7766
2017-07-29	240	0.000	215	13.500	295	-2.500	320	-3.042	66.7133
2017-07-29	245	-0.227	220	9.700	300	-2.608	325	-3.150	51.6783
2017-07-29	250	-0.455	225	6.900	305	-2.717	330	-3.258	37.9774
2017-07-29	255	-0.682	230	4.300	310	-2.825	335	-3.367	27.4404
2017-07-29	260	-0.909	235	0.000	315	-2.933	340	-3.475	18.6585
2017-07-29	265	-1.136	240	0.000	320	-3.042	345	-3.583	11.9030
2017-07-29	270	-1.364	245	-0.227	325	-3.150	350	-3.692	13.0687
2017-07-29	275	-1.591	250	-0.455	330	-3.258	355	-3.800	13.4990
2017-07-29	25	14.700	0	14.600	90	15.500	115	15.900	36277.2422
2017-07-29	30	14.600	5	14.300	95	15.800	120	16.100	33700.5547
2017-07-29	35	14.600	10	14.300	100	15.600	125	16.100	32689.6563
2017-07-29	40	14.900	15	14.300	105	15.800	130	16.100	31080.8555
2017-07-29	45	14.600	20	14.500	110	16.000	135	16.300	29356.7734
2017-07-29	50	14.700	25	14.700	115	15.900	140	16.300	28175.6797
2017-07-29	55	14.600	30	14.600	120	16.100	145	16.400	32602.8145
2017-07-29	60	14.900	35	14.600	125	16.100	150	16.500	35528.5508
2017-07-29	65	14.900	40	14.900	130	16.100	155	16.600	41193.4219
2017-07-29	70	15.200	45	14.600	135	16.300	160	16.600	46694.2891
2017-07-29	75	15.500	50	14.700	140	16.300	165	16.600	47170.0820
2017-07-29	80	15.400	55	14.600	145	16.400	170	16.700	53361.4727
2017-07-29	85	15.500	60	14.900	150	16.500	175	17.000	58498.1406
2017-07-29	90	15.500	65	14.900	155	16.600	180	17.000	58454.5156
2017-07-29	95	15.800	70	15.200	160	16.600	185	17.000	53773.3516
2017-07-29	100	15.600	75	15.500	165	16.600	190	16.700	56472.8945
2017-07-29	105	15.800	80	15.400	170	16.700	195	16.700	60609.9570
2017-07-29	115	15.900	90	15.500	180	17.000	205	13.700	47239.4023
2017-07-29	120	16.100	95	15.800	185	17.000	210	12.700	50044.7891
2017-07-29	125	16.100	100	15.600	190	16.700	215	13.500	43556.1523
2017-07-29	130	16.100	105	15.800	195	16.700	220	9.700	30642.7324
2017-07-29	140	16.300	115	15.900	205	13.700	230	4.300	34274.6484
2017-07-29	145	16.400	120	16.100	210	12.700	235	0.000	20743.9805
2017-07-29	150	16.500	125	16.100	215	13.500	240	0.000	21233.0293
2017-07-29	155	16.600	130	16.100	220	9.700	245	-0.227	20234.3047
2017-07-29	160	16.600	135	16.300	225	6.900	250	-0.455	18148.6973
2017-07-29	165	16.600	140	16.300	230	4.300	255	-0.682	13557.5186
2017-07-29	170	16.700	145	16.400	235	0.000	260	-0.909	8573.1934
2017-07-29	175	17.000	150	16.500	240	0.000	265	-1.136	1383.4607
2017-07-29	180	17.000	155	16.600	245	-0.227	270	-1.364	754.5826
2017-07-29	185	17.000	160	16.600	250	-0.455	275	-1.591	552.4131
2017-07-29	190	16.700	165	16.600	255	-0.682	280	-1.818	436.5287
2017-07-29	195	16.700	170	16.700	260	-0.909	285	-2.045	408.7555
2017-07-29	200	15.600	175	17.000	265	-1.136	290	-2.273	307.0451
2017-07-29	205	13.700	180	17.000	270	-1.364	295	-2.500	255.5151
2017-07-29	210	12.700	185	17.000	275	-1.591	300	-2.608	229.9644
2017-07-29	215	13.500	190	16.700	280	-1.818	305	-2.717	164.3777
2017-07-29	220	9.700	195	16.700	285	-2.045	310	-2.825	103.9321
2017-07-29	225	6.900	200	15.600	290	-2.273	315	-2.933	84.1686
2017-07-29	230	4.300	205	13.700	295	-2.500	320	-3.042	73.8845
2017-07-29	235	0.000	210	12.700	300	-2.608	325	-3.150	59.8477
2017-07-29	240	0.000	215	13.500	305	-2.717	330	-3.258	62.5473
2017-07-29	245	-0.227	220	9.700	310	-2.825	335	-3.367	50.4381
2017-07-29	250	-0.455	225	6.900	315	-2.933	340	-3.475	37.9288
2017-07-29	255	-0.682	230	4.300	320	-3.042	345	-3.583	28.1912
2017-07-29	260	-0.909	235	0.000	325	-3.150	350	-3.692	18.5626
2017-07-29	265	-1.136	240	0.000	330	-3.258	355	-3.800	11.9947
2017-07-29	25	14.700	0	14.600	100	15.600	125	16.100	44028.2266
2017-07-29	30	14.600	5	14.300	105	15.800	130	16.100	34343.0898
2017-07-29	35	14.600	10	14.300	110	16.000	135	16.300	33110.1875
2017-07-29	40	14.900	15	14.300	115	15.900	140	16.300	37487.4805
2017-07-29	45	14.600	20	14.500	120	16.100	145	16.400	35193.7695
2017-07-29	50	14.700	25	14.700	125	16.100	150	16.500	32618.5898
2017-07-29	55	14.600	30	14.600	130	16.100	155	16.600	36029.1367
2017-07-29	60	14.900	35	14.600	135	16.300	160	16.600	41534.1016
2017-07-29	65	14.900	40	14.900	140	16.300	165	16.600	46940.9102
2017-07-29	70	15.200	45	14.600	145	16.400	170	16.700	55053.4258
2017-07-29	75	15.500	50	14.700	150	16.500	175	17.000	60705.4648
2017-07-29	80	15.400	55	14.600	155	16.600	180	17.000	65982.8672
2017-07-29	85	15.500	60	14.900	160	16.600	185	17.000	70861.1328
2017-07-29	90	15.500	65	14.900	165	16.600	190	16.700	71592.9688
2017-07-29	95	15.800	70	15.200	170	16.700	195	16.700	65573.8359
2017-07-29	105	15.800	80	15.400	180	17.000	205	13.700	61246.4453
2017-07-29	110	16.000	85	15.500	185	17.000	210	12.700	59866.1914
2017-07-29	115	15.900	90	15.500	190	16.700	215	13.500	47963.1641
2017-07-29	120	16.100	95	15.800	195	16.700	220	9.700	36242.3711
2017-07-29	130	16.100	105	15.800	205	13.700	230	4.300	35132.9805
2017-07-29	135	16.300	110	16.000	210	12.700	235	0.000	20378.0195
2017-07-29	145	16.400	120	16.100	220	9.700	245	-0.227	23201.9668
2017-07-29	150	16.500	125	16.100	225	6.900	250	-0.455	19347.4199
2017-07-29	155	16.600	130	16.100	230	4.300	255	-0.682	14913.2500
2017-07-29	160	16.600	135	16.300	235	0.000	260	-0.909	8314.5391
2017-07-29	165	16.600	140	16.300	240	0.000	265	-1.136	1822.2903
2017-07-29	170	16.700	145	16.400	245	-0.227	270	-1.364	714.6573
2017-07-29	175	17.000	150	16.500	250	-0.455	275	-1.591	568.8843
2017-07-29	180	17.000	155	16.600	255	-0.682	280	-1.818	454.4298
2017-07-29	185	17.000	160	16.600	260	-0.909	285	-2.045	392.9374
2017-07-29	190	16.700	165	16.600	265	-1.136	290	-2.273	327.8527
2017-07-29	195	16.700	170	16.700	270	-1.364	295	-2.500	305.0956
2017-07-29	200	15.600	175	17.000	275	-1.591	300	-2.608	259.5556
2017-07-29	205	13.700	180	17.000	280	-1.818	305	-2.717	203.5667
2017-07-29	210	12.700	185	17.000	285	-2.045	310	-2.825	185.2139
2017-07-29	215	13.500	190	16.700	290	-2.273	315	-2.933	142.4956
2017-07-29	220	9.700	195	16.700	295	-2.500	320	-3.042	93.1361
2017-07-29	225	6.900	200	15.600	300	-2.608	325	-3.150	76.5589
2017-07-29	230	4.300	205	13.700	305	-2.717	330	-3.258	70.4389
2017-07-29	235	0.000	210	12.700	310	-2.825	335	-3.367	57.9643
2017-07-29	240	0.000	215	13.500	315	-2.933	340	-3.475	59.8280
2017-07-29	245	-0.227	220	9.700	320	-3.042	345	-3.583	50.9753
2017-07-29	250	-0.455	225	6.900	325	-3.150	350	-3.692	38.5636
2017-07-29	255	-0.682	230	4.300	330	-3.258	355	-3.800	28.7955
2017-07-29	25	14.700	0	14.600	110	16.000	135	16.300	45000.0898
2017-07-29	30	14.600	5	14.300	115	15.900	140	16.300	40563.5117
2017-07-29	35	14.600	10	14.300	120	16.100	145	16.400	42720.7969
2017-07-29	40	14.900	15	14.300	125	16.100	150	16.500	42666.5469
2017-07-29	45	14.600	20	14.500	130	16.100	155	16.600	41349.1211
2017-07-29	50	14.700	25	14.700	135	16.300	160	16.600	37468.9180
2017-07-29	55	14.600	30	14.600	140	16.300	165	16.600	39433.8906
2017-07-29	60	14.900	35	14.600	145	16.400	170	16.700	48063.3398
2017-07-29	65	14.900	40	14.900	150	16.500	175	17.000	58477.1836
2017-07-29	70	15.200	45	14.600	155	16.600	180	17.000	66729.1172
2017-07-29	75	15.500	50	14.700	160	16.600	185	17.000	70325.3203
2017-07-29	80	15.400	55	14.600	165	16.600	190	16.700	78842.5313
2017-07-29	85	15.500	60	14.900	170	16.700	195	16.700	85682.8203
2017-07-29	95	15.800	70	15.200	180	17.000	205	13.700	65066.1563
2017-07-29	100	15.600	75	15.500	185	17.000	210	12.700	69258.7734
2017-07-29	105	15.800	80	15.400	190	16.700	215	13.500	60960.5234
2017-07-29	110	16.000	85	15.500	195	16.700	220	9.700	42562.7500
2017-07-29	120	16.100	95	15.800	205	13.700	230	4.300	33767.1953
2017-07-29	125	16.100	100	15.600	210	12.700	235	0.000	24626.1738
2017-07-29	145	16.400	120	16.100	230	4.300	255	-0.682	17594.1484
2017-07-29	150	16.500	125	16.100	235	0.000	260	-0.909	9327.1152
2017-07-29	155	16.600	130	16.100	240	0.000	265	-1.136	1354.4858
2017-07-29	160	16.600	135	16.300	245	-0.227	270	-1.364	681.0275
2017-07-29	165	16.600	140	16.300	250	-0.455	275	-1.591	513.9922
2017-07-29	170	16.700	145	16.400	255	-0.682	280	-1.818	424.5666
2017-07-29	175	17.000	150	16.500	260	-0.909	285	-2.045	442.0357
2017-07-29	180	17.000	155	16.600	265	-1.136	290	-2.273	360.5867
2017-07-29	185	17.000	160	16.600	270	-1.364	295	-2.500	322.3392
2017-07-29	190	16.700	165	16.600	275	-1.591	300	-2.608	285.2116
2017-07-29	195	16.700	170	16.700	280	-1.818	305	-2.717	255.5854
2017-07-29	200	15.600	175	17.000	285	-2.045	310	-2.825	201.5635
2017-07-29	205	13.700	180	17.000	290	-2.273	315	-2.933	172.4506
2017-07-29	210	12.700	185	17.000	295	-2.500	320	-3.042	167.0087
2017-07-29	215	13.500	190	16.700	300	-2.608	325	-3.150	130.5726
2017-07-29	220	9.700	195	16.700	305	-2.717	330	-3.258	89.6622
2017-07-29	225	6.900	200	15.600	310	-2.825	335	-3.367	74.0478
2017-07-29	230	4.300	205	13.700	315	-2.933	340	-3.475	66.6695
2017-07-29	235	0.000	210	12.700	320	-3.042	345	-3.583	56.8694
2017-07-29	240	0.000	215	13.500	325	-3.150	350	-3.692	60.7970
2017-07-29	245	-0.227	220	9.700	330	-3.258	355	-3.800	51.4552
2017-07-29	25	14.700	0	14.600	120	16.100	145	16.400	53885.6094
2017-07-29	30	14.600	5	14.300	125	16.100	150	16.500	45555.9492
2017-07-29	35	14.600	10	14.300	130	16.100	155	16.600	45643.6094
2017-07-29	40	14.900	15	14.300	135	16.300	160	16.600	48371.1680
2017-07-29	45	14.600	20	14.500	140	16.300	165	16.600	46916.8633
2017-07-29	50	14.700	25	14.700	145	16.400	170	16.700	43114.0508
2017-07-29	55	14.600	30	14.600	150	16.500	175	17.000	49581.1055
2017-07-29	60	14.900	35	14.600	155	16.600	180	17.000	57492.7422
2017-07-29	65	14.900	40	14.900	160	16.600	185	17.000	68295.8672
2017-07-29	70	15.200	45	14.600	165	16.600	190	16.700	79288.1094
2017-07-29	75	15.500	50	14.700	170	16.700	195	16.700	86700.7109
2017-07-29	85	15.500	60	14.900	180	17.000	205	13.700	83731.9531
2017-07-29	90	15.500	65	14.900	185	17.000	210	12.700	84858.6406
2017-07-29	95	15.800	70	15.200	190	16.700	215	13.500	63430.8516
2017-07-29	100	15.600	75	15.500	195	16.700	220	9.700	48310.0117
2017-07-29	110	16.000	85	15.500	205	13.700	230	4.300	38710.0117
2017-07-29	115	15.900	90	15.500	210	12.700	235	0.000	27032.4551
2017-07-29	145	16.400	120	16.100	240	0.000	265	-1.136	1478.2336
2017-07-29	150	16.500	125	16.100	245	-0.227	270	-1.364	726.2239
2017-07-29	155	16.600	130	16.100	250	-0.455	275	-1.591	563.0175
2017-07-29	160	16.600	135	16.300	255	-0.682	280	-1.818	460.6620
2017-07-29	165	16.600	140	16.300	260	-0.909	285	-2.045	402.2356
2017-07-29	170	16.700	145	16.400	265	-1.136	290	-2.273	361.7065
2017-07-29	175	17.000	150	16.500	270	-1.364	295	-2.500	337.6764
2017-07-29	180	17.000	155	16.600	275	-1.591	300	-2.608	298.8249
